Timestamp,Data
37:25.4,"Client 2 data received: roll = 100.34, pitch = -3.16"
37:25.4,"Client 2: condition met"
37:26.4,"Client 2 data received: roll = 101.18, pitch = -2.65"
37:26.4,"Client 2: condition met"
37:27.4,"Client 2 data received: roll = 100.70, pitch = -2.84"
37:27.4,"Client 2: condition met"
37:28.4,"Client 2 data received: roll = 101.31, pitch = -2.87"
37:28.4,"Client 2: condition met"
37:29.4,"Client 2 data received: roll = 101.00, pitch = -2.85"
37:29.4,"Client 2: condition met"
37:29.9,"Client 1: angle 50 detected"
37:30.4,"Client 2 data received: roll = 102.62, pitch = -4.76"
37:30.4,"Client 2: condition met"
37:30.4,Pull Up COUNTED
37:30.4,Pull Up Count: 4
37:31.4,"Client 2 data received: roll = 100.36, pitch = -2.92"
37:31.4,"Client 2: condition met"
37:32.4,"Client 2 data received: roll = 100.89, pitch = -3.09"
37:32.4,"Client 2: condition met"
37:33.4,"Client 2 data received: roll = 100.79, pitch = -3.16"
37:33.4,"Client 2: condition met"
37:34.4,"Client 2 data received: roll = 100.31, pitch = -2.61"
37:34.4,"Client 2: condition met"
37:35.4,"Client 2 data received: roll = 101.21, pitch = -3.06"
37:35.4,"Client 2: condition met"
37:36.4,"Client 2 data received: roll = 100.68, pitch = -2.69"
37:36.4,"Client 2: condition met"
37:37.4,"Client 2 data received: roll = 100.89, pitch = -3.27"
37:37.4,"Client 2: condition met"
37:38.4,"Client 2 data received: roll = 100.49, pitch = -3.01"
37:38.4,"Client 2: condition met"
37:39.4,"Client 2 data received: roll = 100.42, pitch = -3.27"
37:39.4,"Client 2: condition met"
37:39.4,"Client 1: angle 50 detected"
37:40.4,"Client 2 data received: roll = 100.50, pitch = -1.91"
37:40.4,"Client 2: condition met"
37:40.4,Pull Up COUNTED
37:40.4,Pull Up Count: 5
37:41.4,"Client 2 data received: roll = 100.51, pitch = -2.94"
37:41.4,"Client 2: condition met"
37:42.5,"Client 2 data received: roll = 100.73, pitch = -3.25"
37:42.5,"Client 2: condition met"
37:43.4,"Client 2 data received: roll = 101.10, pitch = -3.58"
37:43.4,"Client 2: condition met"
37:44.5,"Client 2 data received: roll = 100.34, pitch = -3.54"
37:44.5,"Client 2: condition met"
37:45.5,"Client 2 data received: roll = 100.03, pitch = -3.16"
37:45.5,"Client 2: condition met"
37:46.4,"Client 2 data received: roll = 100.48, pitch = -3.21"
37:46.4,"Client 2: condition met"
37:47.5,"Client 2 data received: roll = 101.07, pitch = -3.76"
37:47.5,"Client 2: condition met"
37:48.5,"Client 2 data received: roll = 99.91, pitch = -3.36"
37:48.5,"Client 2: condition met"
37:49.4,"Client 2 data received: roll = 100.59, pitch = -2.98"
37:49.4,"Client 2: condition met"
37:49.7,"Client 1: angle 50 detected"
37:50.5,"Client 2 data received: roll = 101.39, pitch = -3.48"
37:50.5,"Client 2: condition met"
37:50.5,Pull Up COUNTED
37:50.5,Pull Up Count: 6
37:51.5,"Client 2 data received: roll = 100.66, pitch = -3.53"
37:51.5,"Client 2: condition met"
37:52.5,"Client 2 data received: roll = 100.73, pitch = -3.35"
37:52.5,"Client 2: condition met"
37:53.5,"Client 2 data received: roll = 100.54, pitch = -3.24"
37:53.5,"Client 2: condition met"
37:54.5,"Client 2 data received: roll = 99.75, pitch = -3.66"
37:54.5,"Client 2: condition met"
37:55.5,"Client 2 data received: roll = 101.03, pitch = -3.58"
37:55.5,"Client 2: condition met"
37:56.5,"Client 2 data received: roll = 99.97, pitch = -3.24"
37:56.5,"Client 2: condition met"
37:57.5,"Client 2 data received: roll = 100.13, pitch = -3.24"
37:57.5,"Client 2: condition met"
37:58.4,"Client 1: angle 50 detected"
37:58.5,"Client 2 data received: roll = 100.64, pitch = -2.74"
37:58.5,"Client 2: condition met"
37:58.5,Pull Up COUNTED
37:58.5,Pull Up Count: 7
37:59.5,"Client 2 data received: roll = 99.92, pitch = -3.26"
37:59.5,"Client 2: condition met"
38:00.5,"Client 2 data received: roll = 100.27, pitch = -3.22"
38:00.5,"Client 2: condition met"
38:00.8,"Waktu 1 menit telah berlalu"
38:00.8,TOTAL Pull-Up COUNTED: 7
38:00.8,TOTAL NOT COUNTED: 0
38:00.8,"Select Mode: 1 / 2"
38:00.8,"1. Pull-Up"
38:00.8,"2. Chin-Up"
39:52.3,"Client disconnected"
42:48.7,"Client connected"
43:00.9,"Mode selected: Pull-Up"
44:27.6,"Menerima data dari BLE clients..."
44:28.2,"Client 2 data received: roll = 98.02, pitch = -0.16"
44:28.3,"Client 2: condition met"
44:29.3,"Client 2 data received: roll = 97.01, pitch = -1.13"
44:29.3,"Client 2: condition met"
44:30.2,"Client 2 data received: roll = 99.28, pitch = -2.59"
44:30.2,"Client 2: condition met"
44:31.2,"Client 2 data received: roll = 93.97, pitch = -1.89"
44:31.2,"Client 2: condition not met"
44:31.5,"Client 1: angle 50 detected"
44:32.3,"Client 2 data received: roll = 92.56, pitch = -0.93"
44:32.3,"Client 2: condition not met"
44:32.3,NOT COUNT: 1
44:33.3,"Client 2 data received: roll = 95.15, pitch = -2.27"
44:33.3,"Client 2: condition met"
44:34.3,"Client 2 data received: roll = 90.60, pitch = -1.89"
44:34.3,"Client 2: condition not met"
44:35.0,"Client 1: angle 50 detected"
44:35.3,"Client 2 data received: roll = 99.43, pitch = -1.24"
44:35.3,"Client 2: condition met"
44:35.3,Pull Up COUNTED
44:35.3,Pull Up Count: 1
44:36.3,"Client 2 data received: roll = 98.73, pitch = -0.52"
44:36.3,"Client 2: condition met"
44:37.3,"Client 2 data received: roll = 98.20, pitch = -0.59"
44:37.3,"Client 2: condition met"
44:37.5,"Client 1: angle 50 detected"
44:38.3,"Client 2 data received: roll = 98.34, pitch = -1.31"
44:38.3,"Client 2: condition met"
44:38.3,Pull Up COUNTED
44:38.3,Pull Up Count: 2
44:39.2,"Client 1: angle 50 detected"
44:39.3,"Client 2 data received: roll = 99.80, pitch = -0.21"
44:39.3,"Client 2: condition met"
44:39.4,Pull Up COUNTED
44:39.4,Pull Up Count: 3
44:40.3,"Client 2 data received: roll = 98.63, pitch = -1.04"
44:40.3,"Client 2: condition met"
44:40.7,"Client 1: angle 50 detected"
44:41.3,"Client 2 data received: roll = 100.07, pitch = -1.27"
44:41.3,"Client 2: condition met"
44:41.3,Pull Up COUNTED
44:41.3,Pull Up Count: 4
44:42.3,"Client 2 data received: roll = 98.87, pitch = -1.18"
44:42.3,"Client 2: condition met"
44:42.4,"Client 1: angle 50 detected"
44:43.3,"Client 2 data received: roll = 99.07, pitch = -1.03"
44:43.3,"Client 2: condition met"
44:43.3,Pull Up COUNTED
44:43.3,Pull Up Count: 5
44:44.3,"Client 2 data received: roll = 99.79, pitch = -1.27"
44:44.3,"Client 2: condition met"
44:44.3,"Client 1: angle 50 detected"
44:45.3,"Client 2 data received: roll = 99.61, pitch = -0.75"
44:45.3,"Client 2: condition met"
44:45.3,Pull Up COUNTED
44:45.3,Pull Up Count: 6
44:46.1,"Client 1: angle 50 detected"
44:46.3,"Client 2 data received: roll = 100.17, pitch = -1.97"
44:46.3,"Client 2: condition met"
44:46.3,Pull Up COUNTED
44:46.3,Pull Up Count: 7
44:47.3,"Client 2 data received: roll = 100.21, pitch = -1.30"
44:47.3,"Client 2: condition met"
44:48.3,"Client 2 data received: roll = 100.06, pitch = -1.01"
44:48.3,"Client 2: condition met"
44:49.3,"Client 2 data received: roll = 100.73, pitch = -1.21"
44:49.4,"Client 2: condition met"
44:50.3,"Client 2 data received: roll = 100.78, pitch = -1.73"
44:50.3,"Client 2: condition met"
44:51.2,"Client 1: angle 50 detected"
44:51.3,"Client 2 data received: roll = 102.12, pitch = -0.21"
44:51.3,"Client 2: condition met"
44:51.3,Pull Up COUNTED
44:51.3,Pull Up Count: 8
44:52.3,"Client 2 data received: roll = 101.34, pitch = -1.58"
44:52.3,"Client 2: condition met"
44:53.3,"Client 2 data received: roll = 96.47, pitch = 0.39"
44:53.3,"Client 2: condition met"
44:54.3,"Client 2 data received: roll = 77.88, pitch = -7.53"
44:54.3,"Client 2: condition not met"
44:55.2,"Client 1: angle 50 detected"
44:55.3,"Client 2 data received: roll = 72.12, pitch = -6.45"
44:55.3,"Client 2: condition not met"
44:55.3,NOT COUNT: 2
44:56.4,"Client 2 data received: roll = 75.31, pitch = -7.53"
44:56.4,"Client 2: condition not met"
44:57.3,"Client 2 data received: roll = 92.50, pitch = -1.51"
44:57.3,"Client 2: condition not met"
44:58.4,"Client 2 data received: roll = 92.32, pitch = -1.63"
44:58.4,"Client 2: condition not met"
44:59.3,"Client 2 data received: roll = 95.27, pitch = -1.84"
44:59.3,"Client 2: condition met"
44:59.6,"Client 1: angle 50 detected"
45:00.3,"Client 2 data received: roll = 94.41, pitch = -0.55"
45:00.3,"Client 2: condition not met"
45:00.3,NOT COUNT: 3
45:01.3,"Client 2 data received: roll = 94.95, pitch = -1.21"
45:01.3,"Client 2: condition not met"
45:02.3,"Client 2 data received: roll = 93.81, pitch = 0.27"
45:02.3,"Client 2: condition not met"
45:02.8,"Client 1: angle 50 detected"
45:03.3,"Client 2 data received: roll = 97.37, pitch = -0.93"
45:03.3,"Client 2: condition met"
45:03.4,Pull Up COUNTED
45:03.4,Pull Up Count: 9
45:04.4,"Client 2 data received: roll = 98.41, pitch = -1.94"
45:04.4,"Client 2: condition met"
45:05.4,"Client 2 data received: roll = 97.40, pitch = -2.42"
45:05.4,"Client 2: condition met"
45:05.9,"Client 1: angle 50 detected"
45:06.4,"Client 2 data received: roll = 98.29, pitch = -1.70"
45:06.4,"Client 2: condition met"
45:06.4,Pull Up COUNTED
45:06.4,Pull Up Count: 10
45:07.4,"Client 2 data received: roll = 98.37, pitch = -2.66"
45:07.4,"Client 2: condition met"
45:08.4,"Client 2 data received: roll = 98.26, pitch = -2.31"
45:08.4,"Client 2: condition met"
45:09.4,"Client 2 data received: roll = 99.34, pitch = -2.63"
45:09.4,"Client 2: condition met"
45:10.4,"Client 2 data received: roll = 98.63, pitch = -2.18"
45:10.4,"Client 2: condition met"
45:11.4,"Client 1: angle 50 detected"
45:12.4,"Client 2 data received: roll = 98.02, pitch = -1.65"
45:12.4,"Client 2: condition met"
45:12.4,Pull Up COUNTED
45:12.4,Pull Up Count: 11
45:13.4,"Client 2 data received: roll = 98.56, pitch = -2.30"
45:13.4,"Client 2: condition met"
45:14.4,"Client 2 data received: roll = 99.00, pitch = -2.37"
45:14.4,"Client 2: condition met"
45:15.4,"Client 2 data received: roll = 99.84, pitch = -2.54"
45:15.4,"Client 2: condition met"
45:16.4,"Client 2 data received: roll = 98.38, pitch = -1.31"
45:16.4,"Client 2: condition met"
45:17.4,"Client 2 data received: roll = 97.97, pitch = -1.91"
45:17.4,"Client 2: condition met"
45:18.4,"Client 2 data received: roll = 98.38, pitch = -1.92"
45:18.4,"Client 2: condition met"
45:19.4,"Client 2 data received: roll = 99.02, pitch = -1.65"
45:19.4,"Client 2: condition met"
45:19.9,"Client 1: angle 50 detected"
45:20.4,"Client 2 data received: roll = 99.38, pitch = -1.33"
45:20.4,"Client 2: condition met"
45:20.4,Pull Up COUNTED
45:20.4,Pull Up Count: 12
45:21.4,"Client 2 data received: roll = 100.36, pitch = -2.53"
45:21.4,"Client 2: condition met"
45:22.4,"Client 2 data received: roll = 99.66, pitch = -2.07"
45:22.4,"Client 2: condition met"
45:23.4,"Client 2 data received: roll = 99.95, pitch = -2.29"
45:23.4,"Client 2: condition met"
45:24.4,"Client 2 data received: roll = 99.29, pitch = -1.61"
45:24.4,"Client 2: condition met"
45:25.4,"Client 2 data received: roll = 99.33, pitch = -2.30"
45:25.4,"Client 2: condition met"
45:26.4,"Client 2 data received: roll = 98.63, pitch = -2.08"
45:26.4,"Client 2: condition met"
45:27.5,"Client 2 data received: roll = 98.71, pitch = -1.94"
45:27.5,"Client 2: condition met"
45:27.8,"Waktu 1 menit telah berlalu"
45:27.8,TOTAL Pull-Up COUNTED: 12
45:27.8,TOTAL NOT COUNTED: 3
45:27.8,"Select Mode: 1 / 2"
45:27.8,"1. Pull-Up"
45:27.8,"2. Chin-Up"
46:17.6,"Client disconnected"
